project;class;method;merge commit;Confluence Intra;Confluence Inter;OA Inter;left right DFP-Intra;right left DFP-Intra;left right DFP-Inter;right left DFP-Inter;left right CD;right left CD;left right CDe;right left CDe;left right PDG;right left PDG;left right PDG-e;right left PDG-e;Time
cucumber-jvm;cuke4duke.internal.java.JavaLanguage;load(String);4505c156b6267c1b760deec570ddbfe047b42aa9;false;false;false;true;false;true;false;false;false;false;false;true;false;true;false;41.08400
dropwizard;io.dropwizard.setup.Bootstrap;Bootstrap(Application<T>);ddd15a681bf42360337844412cae4aba1556eb88;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;495.38300
jenkins;jenkins.slaves.DefaultJnlpSlaveReceiver;handle(String, JnlpSlaveHandshake);48b2b951dfb3438999ceda330093cac82b857ce6;false;true;true;false;false;false;false;false;true;false;true;false;true;false;true;102.04900
logback;ch.qos.logback.core.rolling.TimeBasedFileNamingAndTriggeringPolicyBase;start();542843fd04a793fb9e0eea0c84d199e66d7c15af;false;true;false;false;true;false;true;false;false;false;false;false;true;false;true;47.26800
orientdb;com.orientechnologies.orient.core.Orient;startup();a5ce3bcc0a1d196745c575ad6602019f7a6b86f8;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;84.74700
SimianArmy;com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext;getInstanceJanitor();345ad9513aafff397050d613fa87ad06ddffe99d;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;46.09200
SimianArmy;com.netflix.simianarmy.basic.BasicSimianArmyContext;BasicSimianArmyContext(String);c39c19bc6b9231601f6bc7358e638a99adf37e0d;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;56.83000
alluxio;tachyon.hadoop.HdfsFileInputStream;HdfsFileInputStream(TachyonFS, int, Path, Configuration, int);dafe76c90024a915224264b4862b33f40cb8478c;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;536.15100
voldemort;voldemort.VoldemortClientShell;VoldemortClientShell(ClientConfig, String, BufferedReader, PrintStream, PrintStream);b30fdfebe30c9b6e37b9fbc3fec0ff74cd19f997;false;true;true;false;false;false;true;false;false;false;true;false;false;false;true;526.08800
voldemort;voldemort.server.VoldemortConfig;VoldemortConfig(Props);4cc1c145819030c8e2baffe4c92383de14b8d880;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;102.31200
libgdx;com.badlogic.gdx.backends.lwjgl3.Lwjgl3Application;newWindow(ApplicationListener, Lwjgl3WindowConfiguration);da27e2dae56be0a159e82231e5c3a5b83b099063;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;44.60300
libgdx;com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration;copy(Lwjgl3ApplicationConfiguration);da27e2dae56be0a159e82231e5c3a5b83b099063;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;39.81700
RxJava;rx.internal.operators.OperatorMulticast;connect(Action1<?superSubscription>);a40a4130edcdadc2340da5787ca30353018173f2;false;false;true;true;true;true;true;false;false;false;true;false;false;false;true;48.30600
RxJava;rx.concurrency.TestScheduler;triggerActions(long);1c47b0cb26e6d971eefa42ebb3479099236b0125;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;40.76500
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.MongoDBRiverDefinition;parseSettings(String, String, RiverSettings, ScriptService);3d4f99516ba3177f7d88a1f600923138a8b77cc8;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;83.32500
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Slurper;assignCollections();3d4f99516ba3177f7d88a1f600923138a8b77cc8;false;error;false;true;true;true;true;false;false;false;false;false;false;false;false;47.97200
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.MongoDBRiverDefinition;parseSettings(String, String, RiverSettings, ScriptService);6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;77.18100
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Indexer;applyAdvancedTransformation(QueueEntry, String);6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;true;false;true;false;true;54.86700
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Indexer;processBlockingQueue(QueueEntry);6b6ce8e851c6613213c4508c3f277a80649e0c7b;true;true;false;false;true;false;true;false;false;false;false;true;true;true;true;62.90700
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Slurper;run();6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;96.43300
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Slurper;addToStream(Operation, Timestamp<?>, DBObject, String);6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;45.63400
hector;me.prettyprint.cassandra.connection.client.HSaslThriftClient;open();0588608e7a2bdf974c985ff546207104f672bf6c;false;false;true;false;false;false;false;false;false;false;true;false;false;false;true;48.95900
hector;me.prettyprint.cassandra.connection.client.HKerberosThriftClient;open();a33a46506656a39d1b0f7780973905665d3b6145;false;false;false;true;false;true;false;false;false;true;false;true;false;true;false;46.95100
hector;me.prettyprint.cassandra.connection.client.HThriftClient;open();a33a46506656a39d1b0f7780973905665d3b6145;false;false;false;true;false;true;false;false;false;true;false;true;false;true;false;46.67100
hector;me.prettyprint.cassandra.connection.HConnectionManager;operateWithFailover(Operation<?>);213f7887ea70eabdf0705cf8454de29af89e8c38;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;52.53900
titan;com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization;initialize(Serializer);387c16ea05ef9fa312f37139228d2bbf61455ff4;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;44.29800
titan;com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx;StandardTitanTx(StandardTitanGraph, TransactionConfiguration, BackendTransaction);04edd7f0e7eab2e8255a497922e34dc707d84c19;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;51.18100
MPAndroidChart;com.xxmassdeveloper.mpchartexample.fragments.SimpleFragment;generateScatterData(int, float, int);af114d180da6ec5633d32c701ff5467f7629fcf3;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;39.73100
MPAndroidChart;com.xxmassdeveloper.mpchartexample.ScatterChartActivity;onProgressChanged(SeekBar, int, boolean);af114d180da6ec5633d32c701ff5467f7629fcf3;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;42.88900
MPAndroidChart;com.xxmassdeveloper.mpchartexample.ScatterChartActivity;onCreate(Bundle);af114d180da6ec5633d32c701ff5467f7629fcf3;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;41.09400
MPAndroidChart;com.xxmassdeveloper.mpchartexample.LineChartActivity2;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;41.10500
MPAndroidChart;com.xxmassdeveloper.mpchartexample.RadarChartActivitry;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;40.14900
MPAndroidChart;com.xxmassdeveloper.mpchartexample.StackedBarActivityNegative;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;38.70300
MPAndroidChart;com.xxmassdeveloper.mpchartexample.LineChartActivity1;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;38.05600
MPAndroidChart;com.github.mikephil.charting.renderer.LineChartRenderer;drawData(Canvas);9531ba69895cd64fce48038ffd8df2543eeea1d2;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.01100
MPAndroidChart;com.github.mikephil.charting.renderer.PieChartRenderer;drawData(Canvas);9531ba69895cd64fce48038ffd8df2543eeea1d2;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;38.44400
elasticsearch;org.elasticsearch.common.settings.IndexScopedSettings;BUILT_IN_INDEX_SETTINGS;d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;108.88700
elasticsearch;org.elasticsearch.action.index.TransportIndexAction;executeIndexRequestOnPrimary(IndexRequest, IndexShard, MappingUpdatedAction);d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;123.05300
elasticsearch;org.elasticsearch.action.support.replication.ReplicationOperationTests;testReplication();d896886973660785aac45275ddb110c1a6babc57;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;83.60400
elasticsearch;org.elasticsearch.index.IndexSettings;IndexSettings(IndexMetaData, Settings, Predicate<String>, IndexScopedSettings);d896886973660785aac45275ddb110c1a6babc57;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;183.17400
elasticsearch;org.elasticsearch.action.bulk.TransportShardBulkAction;update(IndexMetaData, BulkShardRequest, IndexShard, long[], VersionType[], Translog.Location, int, BulkItemRequest);d896886973660785aac45275ddb110c1a6babc57;false;true;false;true;false;true;false;false;false;false;false;true;false;true;false;225.94600
elasticsearch;org.elasticsearch.action.support.replication.TransportReplicationAction;doRun();d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;true;true;false;false;true;true;134.79300
elasticsearch;org.elasticsearch.action.support.replication.ReplicationOperation;execute();d896886973660785aac45275ddb110c1a6babc57;error;error;true;true;true;true;true;false;false;false;false;true;true;true;true;132.23700
elasticsearch;org.elasticsearch.index.engine.InternalEngineTests;testRecoverFromForeignTranslog();d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;93.37800
elasticsearch;org.elasticsearch.index.engine.InternalEngine;InternalEngine(EngineConfig);d896886973660785aac45275ddb110c1a6babc57;false;true;false;false;false;true;false;false;false;false;true;false;false;false;true;208.98800
elasticsearch;org.elasticsearch.action.DocWriteResponse;writeTo(StreamOutput);d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;116.91000
elasticsearch;org.elasticsearch.action.DocWriteResponse;readFrom(StreamInput);d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;118.37400
elasticsearch;org.elasticsearch.action.DocWriteResponse;toXContent(XContentBuilder, Params);d896886973660785aac45275ddb110c1a6babc57;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;111.26900
elasticsearch;org.elasticsearch.cluster.metadata.MetaDataCreateIndexService;createIndex(CreateIndexClusterStateUpdateRequest, ActionListener<ClusterStateUpdateResponse>);d896886973660785aac45275ddb110c1a6babc57;error;true;false;false;false;false;false;false;false;true;false;false;false;true;true;1582.73500
elasticsearch;org.elasticsearch.action.update.TransportUpdateAction;shardOperation(UpdateRequest, ActionListener<UpdateResponse>, int);d896886973660785aac45275ddb110c1a6babc57;true;true;true;true;true;true;true;false;false;false;false;false;true;false;true;195.44600
elasticsearch;org.elasticsearch.action.delete.TransportDeleteAction;executeDeleteRequestOnPrimary(DeleteRequest, IndexShard);d896886973660785aac45275ddb110c1a6babc57;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;113.22600
elasticsearch;org.elasticsearch.rest.action.cat.RestNodesAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;119.59900
elasticsearch;org.elasticsearch.rest.action.cat.RestIndicesAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;124.58000
elasticsearch;org.elasticsearch.rest.action.cat.RestShardsAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;120.89700
elasticsearch;org.elasticsearch.common.settings.ClusterSettings;BUILT_IN_CLUSTER_SETTINGS;0404db65e3497452886173957729c8e82cfd4a03;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;109.15600
elasticsearch;org.elasticsearch.test.ESSingleNodeTestCase;newNode();0404db65e3497452886173957729c8e82cfd4a03;true;true;false;false;true;false;true;false;false;false;false;false;true;false;true;46.69200
elasticsearch;org.elasticsearch.index.query.support.NestedInnerQueryParseSupport;setPathLevel();59cb67c7bd0ab6311115b20954e013412b676b29;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;119.57900
elasticsearch;org.elasticsearch.index.query.MultiMatchQueryBuilder;doXContent(XContentBuilder, Params);59cb67c7bd0ab6311115b20954e013412b676b29;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;117.91000
elasticsearch;org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;testSynonymsAnalysis();f3d63095dbcc985e24162fbac4ee0d6914dc757d;false;true;false;true;false;true;false;false;false;false;false;true;false;true;false;76.58400
elasticsearch;org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;testQueryModeCommonGramsAnalysis();f3d63095dbcc985e24162fbac4ee0d6914dc757d;true;true;true;true;false;true;false;false;false;false;false;true;false;true;false;75.35000
elasticsearch;org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;testCommonGramsAnalysis();f3d63095dbcc985e24162fbac4ee0d6914dc757d;true;true;true;true;false;true;false;false;false;false;false;true;false;true;false;73.91200
elasticsearch;org.elasticsearch.index.analysis.KuromojiAnalysisTests;createAnalysisService();f3d63095dbcc985e24162fbac4ee0d6914dc757d;true;true;false;false;true;false;true;false;false;false;false;false;true;false;true;41.41500
elasticsearch;org.elasticsearch.index.query.SimpleIndexQueryParserTests;setup();36884807b3cc9d660db4da062275c7fdbec8ba67;false;true;false;true;false;true;false;false;false;false;false;true;false;true;false;80.42100
fitnesse;fitnesse.testsystems.slim.tables.SlimTableFactoryTest;setUp();4d9ba9d221d879507440feb084fa7521b95111ec;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;41.84300
fitnesse;fitnesse.testsystems.slim.tables.SlimTableFactory;SlimTableFactory();4d9ba9d221d879507440feb084fa7521b95111ec;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;54.98100
cloud-slang;io.cloudslang.lang.api.SlangImpl;getAllEventTypes();20bac30d9bd76569aa6a4fa1e8261c1a9b5e6f76;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;37.04200
cloud-slang;io.cloudslang.lang.api.SlangImplTest;ALL_EVENTS_SIZE;20bac30d9bd76569aa6a4fa1e8261c1a9b5e6f76;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;32.91800
spring-boot;org.springframework.boot.jta.atomikos.AtomikosProperties;asProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.01900
spring-boot;org.springframework.boot.jta.atomikos.AtomikosPropertiesTests;testProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00400
spring-boot;org.springframework.boot.jta.atomikos.AtomikosPropertiesTests;testDefaultProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00300
spring-boot;org.springframework.boot.autoconfigure.mongo.MongoProperties;builder(MongoClientOptions);958a0a45f164601d01cb706c19f22ed3e25eff56;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;46.24300
spring-boot;org.springframework.boot.loader.archive.ExplodedArchiveTests;getUrl();af20dc6cc45c032573413c401f9f73aa75371744;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.01300
spring-boot;org.springframework.boot.loader.archive.ExplodedArchive;getUrl();af20dc6cc45c032573413c401f9f73aa75371744;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.00400
spring-boot;org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration;cacheManager(RedisTemplate<Object,Object>);c93ea54ea3e08eaa2a17640d5d2b3e60264c1a9c;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.01600
spring-boot;org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory;createDeploymentManager(ServletContextInitializer);ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;54.20300
spring-boot;org.springframework.boot.context.web.SpringBootServletInitializer;createRootApplicationContext(ServletContext);3444ebbc05b99a164474c14d6a6784f749514428;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;49.81200
spring-boot;org.springframework.boot.context.web.SpringBootServletInitializer;createRootApplicationContext(ServletContext);074771ec125dd407af0282b92960e9e9e3377e84;false;false;false;false;true;false;true;false;false;false;false;false;true;false;true;49.41700
spring-boot;org.springframework.boot.autoconfigure.logging.AutoConfigurationReportLoggingInitializer;logAutoConfigurationReport(boolean);fdd3f12ee0f92ac18844c08bf71df39feebb6673;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;41.75700
spring-boot;org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainerFactory;customizeConnector(Connector);2d4e68a9777601bfb8309c94d8b74bc21be80ad1;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;45.28500
quickml;quickdt.experiments.OutOfTimeCrossValidatorRunner;getRandomForestBuilder(int, int);bae968d9a85c0501ba8842a6f88e7fc2c6b78693;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;34.90600
vavr;javaslang.collection.HashSet;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00200
vavr;javaslang.collection.LinkedHashSet;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00100
vavr;javaslang.collection.CharSeq;of(char);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00300
vavr;javaslang.collection.Iterator;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00100
crawler4j;edu.uci.ics.crawler4j.parser.Parser;parse(Page, String);6fdb8f27b53c5d69b552341a459d0e1fa610f68d;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.00300
