Project Name,Broken Build ID,Commit,Build Conflict Type,Parent Build One,Parent One Status,Parent Build Two,Parent Two Status
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolMethod,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolFile,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,113479426,f02e581,unavailableSymbolVariable,111166422,failed,112943276,passed
ontop/ontop,109369904,70de859,unavailableSymbolMethod,101107434,passed,107247494,passed
ontop/ontop,109369904,70de859,unavailableSymbolMethod,101107434,passed,107247494,passed
ontop/ontop,101107160,3ff7037,unavailableSymbolFile,90696395,passed,100866210,passed
ontop/ontop,101107160,3ff7037,unavailableSymbolFile,90696395,passed,100866210,passed
ontop/ontop,101107160,3ff7037,unavailableSymbolMethod,90696395,passed,100866210,passed
ontop/ontop,101107160,3ff7037,unavailableSymbolMethod,90696395,passed,100866210,passed
ontop/ontop,101107160,3ff7037,unavailableSymbolMethod,90696395,passed,100866210,passed
ontop/ontop,101107160,3ff7037,unavailableSymbolMethod,90696395,passed,100866210,passed
ontop/ontop,81066148,3d36dd6,incompatibleMethodSignature,80620738,passed,80621067,failed
ontop/ontop,81066148,3d36dd6,incompatibleMethodSignature,80620738,passed,80621067,failed
ontop/ontop,81066148,3d36dd6,unavailableSymbolMethod,80620738,passed,80621067,failed
ontop/ontop,81066148,3d36dd6,unavailableSymbolMethod,80620738,passed,80621067,failed
ontop/ontop,81066148,3d36dd6,unavailableSymbolMethod,80620738,passed,80621067,failed
ontop/ontop,81066148,3d36dd6,unavailableSymbolMethod,80620738,passed,80621067,failed
ontop/ontop,81066148,3d36dd6,unavailableSymbolMethod,80620738,passed,80621067,failed
ontop/ontop,81066148,3d36dd6,unavailableSymbolMethod,80620738,passed,80621067,failed
ontop/ontop,50878615,919b9c4,unimplementedMethodSuperType,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unimplementedMethodSuperType,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unimplementedMethodSuperType,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unimplementedMethodSuperType,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unimplementedMethod,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolFile,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolMethod,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolMethod,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolVariable,50833440,passed,43860836,passed
ontop/ontop,50878615,919b9c4,unavailableSymbolFile,50833440,passed,43860836,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolVariable,39266122,passed,41344362,passed
ontop/ontop,41598073,8344326,unavailableSymbolMethod,39266122,passed,41344362,passed
ontop/ontop,41367169,03b0f9a,duplicatedDeclaration,41347143,passed,41344362,passed
graphaware/neo4j-timetree,298704482,416f401,unimplementedMethodSuperType,411547600,passed,234883559,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65300089,929da30,unavailableSymbolFile,65086520,passed,65298512,passed
swagger-api/swagger-core,65291397,f957f5c,malformedExpression,64436476,passed,65265579,passed
swagger-api/swagger-core,232516725,690429d,malformedExpression,185372812,passed,230242288,passed
traccar/traccar,248845938,516ef6a,unavailableSymbolFile,248846728,passed,127767037,passed
traccar/traccar,248845938,516ef6a,unavailableSymbolFile,248846728,passed,127767037,passed
traccar/traccar,248845938,516ef6a,unavailableSymbolFile,248846728,passed,127767037,passed
traccar/traccar,248845938,516ef6a,unavailableSymbolFile,248846728,passed,127767037,passed
traccar/traccar,248845938,516ef6a,unavailableSymbolFile,248846728,passed,127767037,passed
traccar/traccar,232042524,ca06e8d,unavailableSymbolMethod,415755046,passed,93456576,passed
protostuff/protostuff,262560987,3a8b1a1,unavailableSymbolFile,262561921,passed,54938495,passed
protostuff/protostuff,262560987,3a8b1a1,unavailableSymbolFile,262561921,passed,54938495,passed
protostuff/protostuff,262560987,3a8b1a1,unavailableSymbolFile,262561921,passed,54938495,passed
protostuff/protostuff,262560987,3a8b1a1,unavailableSymbolVariable,262561921,passed,54938495,passed
FasterXML/jackson-databind,543287996,b11db74,unavailableSymbolMethod,543286619,passed,543287779,passed
FasterXML/jackson-databind,327869458,c7c40d9,unimplementedMethodSuperType,327112893,passed,327869362,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
