project;class;method;merge commit;Confluence Intra;Confluence Inter;OA Inter;left right DFP-Intra;right left DFP-Intra;left right DFP-Inter;right left DFP-Inter;left right CD;right left CD;left right CDe;right left CDe;left right PDG;right left PDG;left right PDG-e;right left PDG-e;Time
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.MongoDBRiverDefinition;parseSettings(String, String, RiverSettings, ScriptService);6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;90.22600
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Indexer;applyAdvancedTransformation(QueueEntry, String);6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;true;false;true;false;true;57.82800
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Indexer;processBlockingQueue(QueueEntry);6b6ce8e851c6613213c4508c3f277a80649e0c7b;true;true;false;false;true;false;true;false;false;false;false;true;true;true;true;67.71600
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Slurper;run();6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;104.33800
elasticsearch-river-mongodb;org.elasticsearch.river.mongodb.Slurper;addToStream(Operation, Timestamp<?>, DBObject, String);6b6ce8e851c6613213c4508c3f277a80649e0c7b;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;48.57400
hector;me.prettyprint.cassandra.connection.client.HSaslThriftClient;open();0588608e7a2bdf974c985ff546207104f672bf6c;false;false;true;false;false;false;false;false;false;false;true;false;false;false;true;54.00600
hector;me.prettyprint.cassandra.connection.client.HKerberosThriftClient;open();a33a46506656a39d1b0f7780973905665d3b6145;false;false;false;true;false;true;false;false;false;true;false;true;false;true;false;51.91800
hector;me.prettyprint.cassandra.connection.client.HThriftClient;open();a33a46506656a39d1b0f7780973905665d3b6145;false;false;false;true;false;true;false;false;false;true;false;true;false;true;false;51.62400
hector;me.prettyprint.cassandra.connection.HConnectionManager;operateWithFailover(Operation<?>);213f7887ea70eabdf0705cf8454de29af89e8c38;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;58.16400
titan;com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization;initialize(Serializer);387c16ea05ef9fa312f37139228d2bbf61455ff4;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;49.09300
titan;com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx;StandardTitanTx(StandardTitanGraph, TransactionConfiguration, BackendTransaction);04edd7f0e7eab2e8255a497922e34dc707d84c19;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;56.40300
MPAndroidChart;com.xxmassdeveloper.mpchartexample.fragments.SimpleFragment;generateScatterData(int, float, int);af114d180da6ec5633d32c701ff5467f7629fcf3;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;44.07800
MPAndroidChart;com.xxmassdeveloper.mpchartexample.ScatterChartActivity;onProgressChanged(SeekBar, int, boolean);af114d180da6ec5633d32c701ff5467f7629fcf3;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;47.68700
MPAndroidChart;com.xxmassdeveloper.mpchartexample.ScatterChartActivity;onCreate(Bundle);af114d180da6ec5633d32c701ff5467f7629fcf3;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;45.46400
MPAndroidChart;com.xxmassdeveloper.mpchartexample.LineChartActivity2;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;45.47300
MPAndroidChart;com.xxmassdeveloper.mpchartexample.RadarChartActivitry;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;44.67500
MPAndroidChart;com.xxmassdeveloper.mpchartexample.StackedBarActivityNegative;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;42.66900
MPAndroidChart;com.xxmassdeveloper.mpchartexample.LineChartActivity1;onCreate(Bundle);9297923f09460d0484cd713b0abbeaea9b888ec0;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;42.20800
MPAndroidChart;com.github.mikephil.charting.renderer.LineChartRenderer;drawData(Canvas);9531ba69895cd64fce48038ffd8df2543eeea1d2;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.01200
MPAndroidChart;com.github.mikephil.charting.renderer.PieChartRenderer;drawData(Canvas);9531ba69895cd64fce48038ffd8df2543eeea1d2;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;42.54000
elasticsearch;org.elasticsearch.common.settings.IndexScopedSettings;BUILT_IN_INDEX_SETTINGS;d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;111.76000
elasticsearch;org.elasticsearch.action.index.TransportIndexAction;executeIndexRequestOnPrimary(IndexRequest, IndexShard, MappingUpdatedAction);d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;132.41800
elasticsearch;org.elasticsearch.action.support.replication.ReplicationOperationTests;testReplication();d896886973660785aac45275ddb110c1a6babc57;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;85.53900
elasticsearch;org.elasticsearch.index.IndexSettings;IndexSettings(IndexMetaData, Settings, Predicate<String>, IndexScopedSettings);d896886973660785aac45275ddb110c1a6babc57;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;180.15600
elasticsearch;org.elasticsearch.action.bulk.TransportShardBulkAction;update(IndexMetaData, BulkShardRequest, IndexShard, long[], VersionType[], Translog.Location, int, BulkItemRequest);d896886973660785aac45275ddb110c1a6babc57;false;true;false;true;false;true;false;false;false;false;false;true;false;true;false;226.09600
elasticsearch;org.elasticsearch.action.support.replication.TransportReplicationAction;doRun();d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;true;true;false;false;true;true;136.47600
elasticsearch;org.elasticsearch.action.support.replication.ReplicationOperation;execute();d896886973660785aac45275ddb110c1a6babc57;error;error;true;true;true;true;true;false;false;false;false;true;true;true;true;133.96200
elasticsearch;org.elasticsearch.index.engine.InternalEngineTests;testRecoverFromForeignTranslog();d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;96.06400
elasticsearch;org.elasticsearch.index.engine.InternalEngine;InternalEngine(EngineConfig);d896886973660785aac45275ddb110c1a6babc57;false;true;false;false;false;true;false;false;false;false;true;false;false;false;true;204.50600
elasticsearch;org.elasticsearch.action.DocWriteResponse;writeTo(StreamOutput);d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;117.89800
elasticsearch;org.elasticsearch.action.DocWriteResponse;readFrom(StreamInput);d896886973660785aac45275ddb110c1a6babc57;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;128.60300
elasticsearch;org.elasticsearch.action.DocWriteResponse;toXContent(XContentBuilder, Params);d896886973660785aac45275ddb110c1a6babc57;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;121.99000
elasticsearch;org.elasticsearch.cluster.metadata.MetaDataCreateIndexService;createIndex(CreateIndexClusterStateUpdateRequest, ActionListener<ClusterStateUpdateResponse>);d896886973660785aac45275ddb110c1a6babc57;error;true;false;false;false;false;false;false;false;true;false;false;false;true;true;1580.40500
elasticsearch;org.elasticsearch.action.update.TransportUpdateAction;shardOperation(UpdateRequest, ActionListener<UpdateResponse>, int);d896886973660785aac45275ddb110c1a6babc57;true;true;true;true;true;true;true;false;false;false;false;false;true;false;true;193.21900
elasticsearch;org.elasticsearch.action.delete.TransportDeleteAction;executeDeleteRequestOnPrimary(DeleteRequest, IndexShard);d896886973660785aac45275ddb110c1a6babc57;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;116.68700
elasticsearch;org.elasticsearch.rest.action.cat.RestNodesAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;121.20200
elasticsearch;org.elasticsearch.rest.action.cat.RestIndicesAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;129.24600
elasticsearch;org.elasticsearch.rest.action.cat.RestShardsAction;getTableWithHeader(RestRequest);3764b3ff800c94293aba0bb0fa18c7df80a764f7;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;124.62000
elasticsearch;org.elasticsearch.common.settings.ClusterSettings;BUILT_IN_CLUSTER_SETTINGS;0404db65e3497452886173957729c8e82cfd4a03;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;112.15900
elasticsearch;org.elasticsearch.test.ESSingleNodeTestCase;newNode();0404db65e3497452886173957729c8e82cfd4a03;true;true;false;false;true;false;true;false;false;false;false;false;true;false;true;49.35300
elasticsearch;org.elasticsearch.index.query.support.NestedInnerQueryParseSupport;setPathLevel();59cb67c7bd0ab6311115b20954e013412b676b29;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;120.07900
elasticsearch;org.elasticsearch.index.query.MultiMatchQueryBuilder;doXContent(XContentBuilder, Params);59cb67c7bd0ab6311115b20954e013412b676b29;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;124.17100
elasticsearch;org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;testSynonymsAnalysis();f3d63095dbcc985e24162fbac4ee0d6914dc757d;false;true;false;true;false;true;false;false;false;false;false;true;false;true;false;75.48200
elasticsearch;org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;testQueryModeCommonGramsAnalysis();f3d63095dbcc985e24162fbac4ee0d6914dc757d;true;true;true;true;false;true;false;false;false;false;false;true;false;true;false;80.82800
elasticsearch;org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;testCommonGramsAnalysis();f3d63095dbcc985e24162fbac4ee0d6914dc757d;true;true;true;true;false;true;false;false;false;false;false;true;false;true;false;80.06000
elasticsearch;org.elasticsearch.index.analysis.KuromojiAnalysisTests;createAnalysisService();f3d63095dbcc985e24162fbac4ee0d6914dc757d;true;true;false;false;true;false;true;false;false;false;false;false;true;false;true;45.73600
elasticsearch;org.elasticsearch.index.query.SimpleIndexQueryParserTests;setup();36884807b3cc9d660db4da062275c7fdbec8ba67;false;true;false;true;false;true;false;false;false;false;false;true;false;true;false;85.32400
fitnesse;fitnesse.testsystems.slim.tables.SlimTableFactoryTest;setUp();4d9ba9d221d879507440feb084fa7521b95111ec;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;46.14200
fitnesse;fitnesse.testsystems.slim.tables.SlimTableFactory;SlimTableFactory();4d9ba9d221d879507440feb084fa7521b95111ec;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;60.31200
cloud-slang;io.cloudslang.lang.api.SlangImpl;getAllEventTypes();20bac30d9bd76569aa6a4fa1e8261c1a9b5e6f76;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;40.34300
cloud-slang;io.cloudslang.lang.api.SlangImplTest;ALL_EVENTS_SIZE;20bac30d9bd76569aa6a4fa1e8261c1a9b5e6f76;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;36.49300
spring-boot;org.springframework.boot.jta.atomikos.AtomikosProperties;asProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.02700
spring-boot;org.springframework.boot.jta.atomikos.AtomikosPropertiesTests;testProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00300
spring-boot;org.springframework.boot.jta.atomikos.AtomikosPropertiesTests;testDefaultProperties();6664ce19d6f2388ebd6cf54763f54fdddd226b9a;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00200
spring-boot;org.springframework.boot.autoconfigure.mongo.MongoProperties;builder(MongoClientOptions);958a0a45f164601d01cb706c19f22ed3e25eff56;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;51.08600
spring-boot;org.springframework.boot.loader.archive.ExplodedArchiveTests;getUrl();af20dc6cc45c032573413c401f9f73aa75371744;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.01500
spring-boot;org.springframework.boot.loader.archive.ExplodedArchive;getUrl();af20dc6cc45c032573413c401f9f73aa75371744;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.00500
spring-boot;org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration;cacheManager(RedisTemplate<Object,Object>);c93ea54ea3e08eaa2a17640d5d2b3e60264c1a9c;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.01600
spring-boot;org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory;createDeploymentManager(ServletContextInitializer);ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;59.67500
spring-boot;org.springframework.boot.context.web.SpringBootServletInitializer;createRootApplicationContext(ServletContext);3444ebbc05b99a164474c14d6a6784f749514428;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;54.88000
spring-boot;org.springframework.boot.context.web.SpringBootServletInitializer;createRootApplicationContext(ServletContext);074771ec125dd407af0282b92960e9e9e3377e84;false;false;false;false;true;false;true;false;false;false;false;false;true;false;true;54.70900
spring-boot;org.springframework.boot.autoconfigure.logging.AutoConfigurationReportLoggingInitializer;logAutoConfigurationReport(boolean);fdd3f12ee0f92ac18844c08bf71df39feebb6673;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;46.68100
spring-boot;org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainerFactory;customizeConnector(Connector);2d4e68a9777601bfb8309c94d8b74bc21be80ad1;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;50.03000
quickml;quickdt.experiments.OutOfTimeCrossValidatorRunner;getRandomForestBuilder(int, int);bae968d9a85c0501ba8842a6f88e7fc2c6b78693;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;38.49700
vavr;javaslang.collection.HashSet;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00100
vavr;javaslang.collection.LinkedHashSet;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00100
vavr;javaslang.collection.CharSeq;of(char);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00100
vavr;javaslang.collection.Iterator;of(T);204635d9156b498079c2f34b821dca7ca1711ef6;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;not-found;0.00100
crawler4j;edu.uci.ics.crawler4j.parser.Parser;parse(Page, String);6fdb8f27b53c5d69b552341a459d0e1fa610f68d;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0.00400
