Config CF left-base;Confluence left-base;Config CF right-base;Confluence right-base;Config OA;OA;Config DFP left;DFP left;Config DFP right;DFP right;Config PDG left;PDG left;Config PDG right;PDG right
"1.62300
";"0.30200
";"0.63900
";"0.00800
";"1.67200
";"1.74600
";"0.98600
";"0.32600
";"1.67300
";"0.37200
";"1.64200
";"0.41800
";"1.66000
";"0.41400
"
"1.63700
";"0.39000
";"0.77400
";"0.01400
";"1.72300
";"1.81200
";"1.71900
";"0.36500
";"1.64100
";"0.36500
";"1.65900
";"0.42300
";"1.68200
";"0.41100
"
"47.54700
";"15.37500
";"46.03400
";"25.50200
";"47.38200
";"54.15900
";"46.96000
";"13.06800
";"47.11500
";"21.48000
";"47.23800
";"7.56700
";"47.06400
";"9.94100
"
"1.31000
";"2.10900
";"0.67000
";"0.25800
";"1.44100
";"1.65500
";"1.42300
";"1.60300
";"1.43300
";"1.19700
";"1.34500
";"1.28000
";"1.32500
";"1.33100
"
"1.94300
";"1.10700
";"0.92200
";"0.22600
";"1.98400
";"2.11200
";"1.81300
";"0.67900
";"1.92200
";"0.99800
";"1.97500
";"1.23900
";"1.94300
";"1.14000
"
"1.17300
";"1.19500
";"0.40000
";"0.16500
";"1.27100
";"1.50600
";"1.19500
";"1.04800
";"1.17000
";"1.03800
";"1.16800
";"0.95900
";"1.15600
";"0.96900
"
"1.04900
";"0.78200
";"0.34400
";"0.06600
";"1.12300
";"1.23000
";"1.05900
";"0.83500
";"1.03400
";"0.87200
";"1.02500
";"0.94000
";"1.03300
";"1.03700
"
"1.26500
";"1.05900
";"0.36500
";"0.00800
";"1.29800
";"1.43800
";"1.21200
";"0.72700
";"1.25300
";"0.30800
";"1.20800
";"0.59000
";"1.38200
";"0.13600
"
"1.11300
";"0.98300
";"0.33600
";"0.00900
";"1.24500
";"1.41200
";"1.13900
";"0.69800
";"1.15000
";"0.30200
";"1.14300
";"0.75600
";"1.13500
";"0.34700
"
"1.16900
";"1.62700
";"0.39900
";"0.00900
";"1.25200
";"1.36100
";"1.15000
";"0.96800
";"1.15500
";"0.28200
";"1.13500
";"0.74800
";"1.14900
";"0.34000
"
"1.22800
";"0.96200
";"0.37100
";"0.10400
";"1.31600
";"1.44100
";"1.20100
";"0.81200
";"1.22600
";"0.81700
";"1.22600
";"0.98700
";"1.19800
";"0.98100
"
"1.29800
";"0.69400
";"0.49100
";"0.07300
";"1.38100
";"1.50400
";"1.29200
";"0.63500
";"1.33800
";"0.57300
";"1.27900
";"0.82600
";"1.31800
";"0.74100
"
"1.42900
";"5.65500
";"0.38000
";"3.66400
";"1.34100
";"1.69700
";"1.47200
";"4.49700
";"1.22200
";"4.46000
";"1.45100
";"1.39700
";"1.40300
";"1.29300
"
"1.42200
";"1.02100
";"0.44300
";"0.19400
";"1.45700
";"1.61500
";"1.42800
";"0.90900
";"1.38600
";"0.90200
";"1.45300
";"0.99500
";"1.40400
";"0.96600
"
"1.37200
";"4.23900
";"0.39400
";"2.03500
";"1.40600
";"1.74400
";"1.32400
";"3.04000
";"1.30500
";"3.05300
";"1.31800
";"1.53200
";"1.33800
";"1.61000
"
"1.08700
";"2.03600
";"0.37600
";"0.79100
";"1.16300
";"1.59900
";"1.03900
";"1.58900
";"1.09900
";"1.52700
";"1.11100
";"1.17900
";"1.08200
";"1.24100
"
"1.26900
";"1.43300
";"0.42300
";"0.33900
";"1.35200
";"1.64500
";"1.28100
";"1.14600
";"1.29300
";"1.12500
";"1.26100
";"1.06700
";"1.24500
";"1.09200
"
"1.26500
";"1.35100
";"0.42300
";"0.27100
";"1.35100
";"1.59500
";"1.24600
";"1.17500
";"1.31000
";"1.10300
";"1.29400
";"1.05400
";"1.28300
";"1.11700
"
"1.04700
";"1.93500
";"0.35100
";"0.79200
";"1.16100
";"1.37000
";"1.07800
";"1.44100
";"1.06700
";"1.41000
";"1.08000
";"1.33900
";"1.08000
";"1.04000
"
"1.80200
";"6.06700
";"0.50000
";"2.79800
";"1.54100
";"1.73400
";"1.75000
";"2.52800
";"1.32800
";"4.27600
";"1.85300
";"1.44000
";"1.82500
";"1.50100
"
"1.90000
";"9.95700
";"0.71200
";"3.43100
";"1.90900
";"2.54800
";"1.14000
";"4.10000
";"1.83900
";"4.93800
";"1.76300
";"1.77100
";"1.76200
";"1.83300
"
