Config CF left-base;Confluence left-base;Config CF right-base;Confluence right-base;Config OA;OA;Config DFP left;DFP left;Config DFP right;DFP right;Config PDG left;PDG left;Config PDG right;PDG right
"1.65000
";"0.34800
";"0.96600
";"0.01300
";"1.76500
";"1.84500
";"1.66400
";"0.36900
";"1.64100
";"0.37100
";"1.67400
";"0.40600
";"1.63800
";"0.38400
"
"1.65000
";"0.37400
";"0.79000
";"0.01100
";"1.72300
";"1.81200
";"1.62900
";"0.40200
";"1.65600
";"0.36400
";"1.65500
";"0.41600
";"1.65200
";"0.40700
"
"47.82000
";"16.53800
";"45.47300
";"27.45500
";"47.47300
";"53.58600
";"47.20900
";"13.43300
";"47.27600
";"22.31600
";"47.05000
";"9.21700
";"47.67500
";"7.48600
"
"1.41000
";"1.38100
";"0.59400
";"0.28000
";"1.38200
";"1.59200
";"1.35000
";"1.60100
";"1.39000
";"1.18500
";"1.35200
";"1.32200
";"1.36000
";"1.33500
"
"2.02900
";"1.10100
";"0.96300
";"0.21500
";"2.07800
";"2.21600
";"1.78300
";"0.65200
";"1.52200
";"1.07500
";"1.90700
";"1.23300
";"1.94200
";"1.17900
"
"1.18600
";"1.23000
";"0.40000
";"0.16900
";"1.22200
";"1.43800
";"1.16900
";"1.05600
";"1.19500
";"1.04800
";"1.14300
";"0.95200
";"1.18100
";"0.99300
"
"1.22200
";"0.79200
";"0.33300
";"0.04700
";"1.14500
";"1.25100
";"1.06700
";"0.86100
";"1.07000
";"0.86200
";"1.02900
";"0.93100
";"1.04400
";"0.95900
"
"1.22100
";"1.04800
";"0.36500
";"0.00700
";"1.35900
";"1.51400
";"1.21000
";"0.75200
";"1.22300
";"0.29500
";"1.23100
";"0.60900
";"1.25100
";"0.13500
"
"1.12300
";"0.96500
";"0.34000
";"0.00700
";"1.19100
";"1.35700
";"1.13900
";"0.71000
";"1.15000
";"0.29800
";"1.15500
";"0.83100
";"1.13000
";"0.31500
"
"1.16900
";"1.62400
";"0.39700
";"0.00800
";"1.24900
";"1.37200
";"1.17300
";"1.05300
";"1.12200
";"0.30700
";"1.14500
";"0.76700
";"1.14500
";"0.33800
"
"1.22000
";"0.99700
";"0.37100
";"0.09700
";"1.30700
";"1.43100
";"1.22900
";"0.78600
";"1.19300
";"0.79100
";"1.24500
";"1.00800
";"1.25100
";"1.08700
"
"1.30200
";"0.67500
";"0.49100
";"0.07000
";"1.37300
";"1.50100
";"1.34000
";"0.69600
";"1.28000
";"0.57500
";"1.35700
";"0.81000
";"1.31300
";"0.73600
"
"1.43200
";"5.55400
";"0.35600
";"3.63900
";"1.31800
";"1.65600
";"1.31700
";"4.28300
";"1.40600
";"4.42500
";"1.43600
";"1.37500
";"1.42700
";"1.28600
"
"1.38900
";"1.00000
";"0.44800
";"0.16200
";"1.55000
";"1.70400
";"1.40900
";"0.91600
";"1.43300
";"0.87700
";"1.50400
";"0.89900
";"1.41100
";"0.95700
"
"1.29600
";"4.15100
";"0.38300
";"1.91100
";"1.26700
";"1.58600
";"1.25200
";"2.94000
";"1.31800
";"3.00400
";"1.34500
";"1.51400
";"1.31500
";"1.62000
"
"1.11200
";"2.06600
";"0.37600
";"0.79400
";"1.26400
";"1.70700
";"1.07400
";"1.67000
";"1.08500
";"1.55200
";"1.11200
";"1.19400
";"1.07700
";"1.19100
"
"1.27600
";"1.41200
";"0.41900
";"0.30200
";"1.36800
";"1.66400
";"1.28400
";"1.16700
";"1.27900
";"1.17100
";"1.26700
";"1.05300
";"1.23800
";"1.07400
"
"1.26200
";"1.35900
";"0.42200
";"0.27300
";"1.38000
";"1.62900
";"1.29200
";"1.12100
";"1.26600
";"1.08500
";"1.25700
";"1.04800
";"1.27800
";"1.09200
"
"1.07400
";"1.93300
";"0.35000
";"0.81600
";"1.14800
";"1.36600
";"1.08100
";"1.45200
";"1.06100
";"1.36400
";"1.08700
";"1.14400
";"1.07000
";"1.07600
"
"1.79900
";"6.75500
";"0.78800
";"2.78700
";"1.82400
";"2.15500
";"1.81000
";"4.16200
";"1.77600
";"4.07800
";"1.73000
";"1.44600
";"1.80600
";"1.48000
"
"1.87700
";"9.39600
";"0.51200
";"3.29900
";"1.80900
";"2.35300
";"1.87000
";"4.11800
";"1.83700
";"4.87900
";"1.49500
";"1.02500
";"1.77100
";"1.73000
"
"2.41600
";"1.90800
";"1.52500
";"0.55100
";"2.26200
";"2.40800
";"2.01200
";"0.92200
";"2.20400
";"1.63000
";"2.17700
";"0.73500
";"1.32400
";"0.96500
"
"1.12700
";"1.09600
";"0.38300
";"0.19900
";"1.20300
";"1.56800
";"1.11300
";"1.00000
";"1.11000
";"1.03200
";"1.12300
";"1.15900
";"1.14600
";"1.17000
"
"1.29100
";"0.31500
";"0.58500
";"1.71800
";"1.37800
";"1.46000
";"1.28500
";"0.30900
";"1.27200
";"1.40600
";"1.32000
";"0.36800
";"1.28900
";"1.24100
"
"1.38300
";"1.15000
";"0.49700
";"0.12000
";"1.43700
";"1.57400
";"1.36500
";"1.04400
";"1.35600
";"0.97300
";"1.30000
";"1.18900
";"1.35900
";"1.14100
"
"1.24800
";"1.31100
";"0.36900
";"0.13400
";"1.26100
";"1.37400
";"1.17600
";"1.19900
";"1.21300
";"1.07900
";"1.15900
";"0.71200
";"1.14600
";"0.81600
"
"1.19700
";"1.51200
";"0.46000
";"0.14000
";"1.26600
";"1.43500
";"1.18400
";"1.23700
";"1.24500
";"1.07900
";"1.16200
";"0.83000
";"1.30100
";"0.81100
"
"1.02900
";"1.50000
";"0.33100
";"0.45100
";"1.10400
";"1.44300
";"1.03100
";"1.24700
";"1.02700
";"1.24700
";"1.03800
";"1.20800
";"1.03400
";"1.16100
"
"1.21700
";"1.26400
";"0.39100
";"0.20600
";"1.28000
";"1.52000
";"1.22400
";"1.12000
";"1.24600
";"1.15300
";"1.25000
";"1.43800
";"1.25500
";"1.33600
"
"1.02400
";"2.61400
";"0.27800
";"0.71700
";"1.10300
";"1.19700
";"1.05000
";"1.56000
";"1.05000
";"1.41200
";"1.02500
";"0.69400
";"1.02300
";"0.67800
"
"21.63500
";"12.00200
";"19.29900
";"8.53100
";"21.61100
";"25.98900
";"20.63200
";"11.09500
";"21.45300
";"9.52300
";"22.21500
";"6.93800
";"21.07200
";"6.68600
"
"2.78500
";"8.39100
";"2.15500
";"2.22300
";"3.71300
";"4.20300
";"2.82300
";"3.39800
";"3.69200
";"3.72000
";"4.11200
";"1.66700
";"2.75200
";"1.72600
"
"1.33500
";"1.40300
";"0.59200
";"0.48800
";"1.37600
";"1.56200
";"1.32400
";"1.20300
";"1.32400
";"1.30200
";"1.32300
";"1.12900
";"1.33500
";"1.17000
"
"2.29600
";"5.86500
";"0.78600
";"4.08100
";"1.41300
";"2.32700
";"2.19400
";"4.61300
";"2.28300
";"4.55400
";"1.99700
";"1.30000
";"2.23700
";"1.33000
"
"1.16700
";"2.01000
";"0.46500
";"0.87300
";"1.30200
";"1.53000
";"1.23800
";"1.60600
";"1.21500
";"1.56900
";"1.16800
";"1.05500
";"1.21400
";"1.05100
"
"1.19200
";"4.65300
";"0.34600
";"3.31400
";"1.13500
";"1.48600
";"1.16000
";"3.42300
";"1.21200
";"3.40700
";"1.18900
";"1.38700
";"1.20700
";"1.41100
"
"18.94100
";"98.34000
";"16.32200
";"2.59200
";"17.56500
";"19.51400
";"19.09100
";"42.52800
";"19.11100
";"3.68600
";"17.20300
";"3.26100
";"17.70800
";"3.24800
"
"1.75500
";"15.92900
";"0.80000
";"196.16600
";"2.40900
";"5.48200
";"2.22500
";"18.46900
";"2.52400
";"80.99000
";"2.02700
";"2.92800
";"1.97900
";"1.88300
"
"2.09700
";"8.94000
";"0.62200
";"7.16700
";"2.30300
";"2.60200
";"1.88900
";"4.61600
";"1.80900
";"4.78700
";"2.02900
";"3.23000
";"1.63800
";"5.20700
"
"1.20900
";"2.04200
";"0.44700
";"0.93600
";"1.27100
";"1.43700
";"1.19800
";"1.56400
";"1.18400
";"1.49000
";"1.19300
";"0.89800
";"1.19100
";"0.91400
"
"1.06000
";"0.82700
";"0.33300
";"0.18800
";"1.17000
";"1.30800
";"1.09900
";"0.78600
";"1.07300
";"0.74700
";"1.08900
";"0.93500
";"1.05900
";"0.96000
"
"1.33400
";"1.59700
";"0.55100
";"0.27000
";"1.39200
";"1.63000
";"1.36700
";"1.38500
";"1.36600
";"1.23200
";"1.30800
";"1.06500
";"1.32200
";"0.97900
"
"1.23600
";"0.82500
";"0.45900
";"0.06800
";"1.31300
";"1.42700
";"1.25000
";"0.66800
";"1.27200
";"0.65300
";"1.25100
";"0.81300
";"1.21500
";"0.80600
"
"1.37600
";"6.85300
";"0.38600
";"3.51300
";"1.33500
";"1.80800
";"1.34400
";"4.98400
";"1.35900
";"5.39800
";"1.32900
";"4.10700
";"1.36600
";"3.98600
"
"1.39100
";"1.23000
";"0.42800
";"0.33600
";"1.47500
";"1.61500
";"1.40100
";"1.21700
";"1.43600
";"1.19600
";"1.36000
";"1.41700
";"1.39300
";"1.45800
"
"1.31800
";"6.08000
";"0.23500
";"3.36600
";"1.34800
";"1.76800
";"1.23900
";"4.82800
";"1.33400
";"4.97800
";"1.31400
";"3.95300
";"1.32200
";"3.95900
"
"1.26600
";"4.11600
";"0.59200
";"3.00600
";"1.35600
";"1.55200
";"1.25600
";"2.68400
";"1.24800
";"2.88400
";"1.36100
";"1.39300
";"1.26300
";"1.44200
"
"1.27900
";"5.54600
";"0.24500
";"2.81500
";"1.24400
";"1.45400
";"1.17500
";"3.62000
";"1.20400
";"3.85400
";"1.28500
";"1.75800
";"1.26300
";"1.79800
"
"1.35700
";"9.08000
";"0.26100
";"6.34500
";"0.81800
";"0.93600
";"1.37500
";"6.42400
";"1.41900
";"6.47100
";"1.31100
";"1.22400
";"1.35700
";"1.38900
"
"1.41500
";"1.24200
";"0.43800
";"0.17900
";"1.47500
";"1.74500
";"1.35000
";"1.08500
";"1.39000
";"1.04200
";"1.36600
";"1.10600
";"1.33100
";"1.08400
"
"1.32800
";"1.84600
";"0.56600
";"0.99800
";"1.40200
";"1.65200
";"1.30200
";"1.65100
";"1.28300
";"1.63800
";"1.28800
";"1.09000
";"1.30400
";"1.07200
"
"1.29400
";"1.53900
";"0.49700
";"0.40200
";"1.30600
";"1.54700
";"1.27100
";"1.25500
";"1.23800
";"1.11400
";"1.20700
";"1.18800
";"1.24500
";"1.17100
"
"1.36500
";"1.21000
";"0.49200
";"0.16000
";"1.43800
";"1.63400
";"1.33100
";"1.09400
";"1.31200
";"1.05000
";"1.32100
";"1.12000
";"1.35700
";"1.09200
"
"1.48000
";"1.90900
";"0.50800
";"0.83900
";"1.40800
";"1.56500
";"1.33500
";"1.43200
";"1.34600
";"1.48500
";"1.32300
";"1.24200
";"1.35300
";"1.30400
"
"1.23600
";"1.14300
";"0.49700
";"0.19400
";"1.31900
";"1.57800
";"1.20100
";"0.93600
";"1.19300
";"0.94600
";"1.19700
";"1.04300
";"1.20600
";"1.06100
"
"1.63400
";"1.19000
";"0.61200
";"0.17300
";"1.72300
";"1.92400
";"1.61300
";"1.23800
";"1.58500
";"1.03200
";"1.63600
";"1.15400
";"1.59500
";"1.09800
"
"1.12500
";"0.79100
";"0.35900
";"0.17200
";"1.19200
";"1.31800
";"1.10600
";"0.75100
";"1.11000
";"0.73600
";"1.09500
";"0.88700
";"1.09900
";"0.89700
"
"1.10800
";"0.99500
";"0.36900
";"0.23400
";"1.22700
";"1.37400
";"1.10400
";"0.88800
";"1.14500
";"0.90600
";"1.11000
";"1.22500
";"1.11200
";"1.21200
"
"1.10600
";"0.94700
";"0.35800
";"0.12800
";"1.22800
";"1.35300
";"1.14400
";"0.80600
";"1.11200
";"0.82300
";"1.12100
";"1.00700
";"1.14200
";"1.02100
"
"1.11800
";"0.98000
";"0.33300
";"0.18800
";"1.24200
";"1.36100
";"1.11800
";"0.91300
";"1.11800
";"0.88100
";"1.13700
";"1.09300
";"1.11700
";"0.97500
"
"1.13000
";"0.93400
";"0.36600
";"0.24100
";"1.22500
";"1.34100
";"1.09300
";"0.86300
";"1.09700
";"0.81900
";"1.09700
";"0.92600
";"1.10700
";"0.88700
"
"1.11300
";"0.32000
";"0.40100
";"0.79600
";"1.21100
";"1.29100
";"1.09800
";"0.32800
";"1.11400
";"0.80000
";"1.08100
";"0.33200
";"1.11800
";"1.33100
"
"1.12900
";"0.30400
";"0.39900
";"0.67900
";"1.25100
";"1.33200
";"1.13600
";"0.32700
";"1.13100
";"0.80300
";"1.13300
";"0.34000
";"1.14400
";"0.95800
"
"1.15800
";"1.16200
";"0.39100
";"0.00800
";"1.32600
";"1.43300
";"1.19300
";"0.82800
";"1.21600
";"0.30800
";"1.19700
";"0.84200
";"1.17700
";"0.32800
"
"5.69100
";"0.36100
";"3.91500
";"0.04200
";"6.85500
";"6.97300
";"4.73800
";"0.37500
";"6.86900
";"0.40700
";"6.08100
";"0.39500
";"4.77300
";"0.49900
"
"6.53600
";"2.76300
";"4.71900
";"1.56800
";"5.47900
";"5.72000
";"6.21600
";"1.74000
";"5.56500
";"2.57100
";"4.74200
";"0.90500
";"5.61400
";"0.93400
"
"3.47400
";"2.80300
";"2.36500
";"0.96500
";"2.25700
";"2.44400
";"3.50000
";"2.18600
";"2.90400
";"1.04700
";"2.12100
";"1.01100
";"3.46500
";"1.26800
"
"5.92800
";"11.01800
";"4.05400
";"8.90400
";"6.11200
";"7.62400
";"5.70800
";"7.77400
";"4.89600
";"8.51500
";"5.39100
";"2.64700
";"5.48100
";"3.98800
"
"5.98800
";"28.77300
";"4.00800
";"31.67900
";"4.90400
";"5.74100
";"5.34800
";"19.56200
";"5.69600
";"18.86500
";"5.23600
";"1.94100
";"4.75600
";"1.85100
"
"6.02900
";"0.98300
";"4.15300
";"3.70900
";"5.63400
";"5.75900
";"5.98100
";"1.01700
";"5.90100
";"3.87700
";"5.80400
";"0.53500
";"5.24800
";"0.52200
"
"4.86100
";"6.17700
";"4.16900
";"1.06500
";"7.45400
";"7.73500
";"5.37700
";"3.42800
";"6.10800
";"1.53600
";"4.77700
";"0.94200
";"6.40600
";"1.09500
"
"3.69900
";"0.98000
";"1.70000
";"0.87600
";"4.02600
";"4.52300
";"4.42700
";"1.38900
";"3.79600
";"1.21600
";"4.23800
";"1.30100
";"4.65300
";"1.52200
"
"5.76400
";"21.81100
";"3.98900
";"20.82600
";"6.01100
";"6.64700
";"5.01000
";"13.46400
";"6.07000
";"13.05300
";"5.86700
";"1.50700
";"5.73400
";"1.48300
"
"4.80500
";"1.07800
";"3.93900
";"0.41200
";"5.56300
";"5.63800
";"4.70200
";"0.97600
";"5.68300
";"1.33900
";"7.38700
";"0.62900
";"6.01100
";"0.58300
"
"7.00100
";"1.84800
";"4.65800
";"0.37200
";"6.04800
";"6.35600
";"4.69400
";"0.98400
";"5.61500
";"1.34100
";"4.66900
";"0.84600
";"4.67200
";"0.85700
"
"5.88100
";"1.03600
";"3.96800
";"0.57000
";"5.79100
";"5.87000
";"6.56900
";"1.08800
";"4.64900
";"0.88600
";"6.75900
";"0.95300
";"5.95200
";"0.70800
"
"6.16100
";"681.65200
";"3.94700
";"282.33700
";"5.80800
";"24.84100
";"5.25500
";"190.67100
";"5.83100
";"185.41800
";"5.75400
";"4.22400
";"5.51600
";"4.70400
"
"6.29100
";"39.91100
";"4.00800
";"1.20200
";"5.69800
";"6.30100
";"6.63200
";"22.27600
";"5.14200
";"1.59300
";"6.20000
";"2.03400
";"6.56400
";"1.38800
"
"6.10000
";"2.17500
";"4.89400
";"0.67000
";"5.73900
";"5.86200
";"4.75200
";"1.65100
";"4.72100
";"1.57300
";"4.77800
";"0.76000
";"4.71600
";"1.05900
"
"4.89000
";"2.28200
";"4.23600
";"0.02800
";"4.91100
";"5.87400
";"4.90200
";"1.61700
";"5.77500
";"0.38900
";"4.87000
";"2.12800
";"6.77200
";"0.55500
"
"5.86100
";"4.06600
";"4.92600
";"0.03300
";"6.03500
";"7.46700
";"6.24900
";"3.00900
";"5.53600
";"0.47600
";"6.02100
";"2.60400
";"6.11100
";"0.39300
"
"6.07400
";"2.16100
";"4.20000
";"0.02500
";"5.72600
";"6.42800
";"7.36100
";"1.59500
";"4.82000
";"0.38500
";"6.01100
";"1.31500
";"6.61300
";"0.46600
"
"5.95300
";"0.32200
";"3.98300
";"0.04600
";"5.48000
";"5.54600
";"5.74500
";"0.51400
";"5.89200
";"0.42900
";"5.75600
";"0.51700
";"5.96900
";"0.41200
"
"1.21600
";"1.33300
";"0.39900
";"0.26400
";"0.76600
";"1.04900
";"1.23400
";"1.09000
";"1.24500
";"1.20300
";"1.20300
";"1.23100
";"1.21000
";"1.29000
"
"5.81100
";"0.70400
";"4.06600
";"0.17300
";"6.15000
";"6.24800
";"5.63300
";"0.66100
";"4.89000
";"0.69600
";"5.81400
";"0.90700
";"5.84900
";"0.64100
"
"5.74800
";"0.37600
";"4.04100
";"2.72800
";"7.04200
";"7.10600
";"4.90000
";"0.45000
";"5.87800
";"1.97000
";"5.70300
";"0.38700
";"6.22100
";"0.69900
"
"3.30100
";"1.59500
";"2.11900
";"0.48300
";"2.04900
";"2.13100
";"3.13400
";"1.24200
";"2.87300
";"1.10700
";"3.24800
";"1.16500
";"2.91400
";"0.68000
"
"5.85800
";"4.07400
";"4.09800
";"1.51600
";"6.91300
";"7.82100
";"5.57400
";"4.57100
";"5.50400
";"2.08900
";"6.37600
";"0.99900
";"6.22300
";"0.97200
"
"5.00200
";"4.07700
";"4.13300
";"1.52500
";"6.09100
";"6.94900
";"6.40000
";"5.12800
";"6.63200
";"3.64700
";"6.64000
";"1.90000
";"6.51700
";"0.95900
"
"1.00600
";"1.26200
";"0.30900
";"0.38000
";"1.10700
";"1.24800
";"1.07400
";"1.17900
";"1.02400
";"1.12300
";"1.01800
";"1.01100
";"1.07500
";"0.99700
"
"3.48700
";"1.29600
";"2.09300
";"0.33500
";"3.13100
";"3.34700
";"3.63700
";"1.12400
";"3.00100
";"0.45300
";"3.51800
";"0.95600
";"3.56200
";"0.93500
"
"1.26400
";"0.74000
";"0.48900
";"0.10500
";"1.36200
";"1.47900
";"1.25600
";"0.67500
";"1.22700
";"0.72200
";"1.28200
";"0.85000
";"1.26700
";"0.84100
"
"1.95000
";"1.34400
";"1.03700
";"0.32000
";"2.05000
";"2.16300
";"1.76700
";"0.71400
";"1.94600
";"1.17000
";"1.19000
";"0.76900
";"1.95000
";"0.79200
"
"0.97900
";"0.70300
";"0.26300
";"0.05800
";"1.06100
";"1.22800
";"0.96400
";"0.65100
";"0.95300
";"0.67000
";"0.97600
";"0.74000
";"0.96200
";"0.76100
"
"1.05600
";"0.28300
";"0.32800
";"0.00700
";"1.12500
";"1.20300
";"1.01200
";"0.30000
";"1.05600
";"0.29900
";"1.01400
";"0.32300
";"1.03500
";"0.34000
"
"1.46400
";"0.92900
";"0.65100
";"0.07200
";"1.55300
";"1.66000
";"1.44800
";"0.78000
";"1.46500
";"0.79200
";"1.50100
";"0.97200
";"1.50100
";"0.98000
"
"1.57800
";"1.89700
";"0.81600
";"2.74600
";"1.57000
";"1.69500
";"1.56300
";"1.84600
";"1.55400
";"2.56700
";"1.50600
";"0.99100
";"1.48100
";"0.95000
"
"1.40600
";"2.27000
";"0.68300
";"2.01500
";"1.40200
";"1.52700
";"1.37400
";"1.70700
";"1.38400
";"2.24700
";"1.31000
";"0.93700
";"1.28200
";"0.91200
"
"1.34800
";"2.15700
";"0.62600
";"1.87000
";"1.43600
";"1.55800
";"1.35900
";"1.66000
";"1.38600
";"2.30800
";"1.28300
";"1.05800
";"1.27500
";"0.92100
"
"1.36100
";"0.33200
";"0.58700
";"1.60400
";"1.36000
";"1.44800
";"1.32900
";"0.32500
";"1.33600
";"1.17000
";"1.32700
";"0.36300
";"1.27800
";"0.82200
"
"1.42600
";"1.09600
";"0.56400
";"0.34100
";"1.51700
";"1.62300
";"1.46400
";"0.92500
";"1.45000
";"0.93800
";"1.42800
";"0.91500
";"1.42900
";"0.90700
"
"0.99600
";"0.83100
";"0.29400
";"0.00600
";"1.05600
";"1.22700
";"0.99400
";"0.64700
";"0.98100
";"0.31300
";"0.97900
";"0.63800
";"0.98300
";"0.32400
"
